Package_Id,From_City,Destination,Destination_Type,Trip_Duration_Days,Activities_Count,Accommodation,Transport_Mode,Package_Type,Budget,Season
PKG-19114,bhubaneswar,bengaluru,City,8,3,Resort,Bus,Premium,38640,Winter
PKG-19115,bhubaneswar,bengaluru,City,7,4,Hotel,Flight,Standard,45120,Winter
PKG-19116,bhubaneswar,bengaluru,City,9,2,Hotel,Car,Standard,27000,Winter
PKG-19117,bhubaneswar,bengaluru,City,8,6,Hotel,Flight,Premium,77952,Winter
PKG-19118,bhubaneswar,bengaluru,City,8,6,Resort,Bus,Luxury,69600,Winter
PKG-19119,bhubaneswar,bengaluru,City,4,4,Resort,Flight,Standard,45600,Winter
PKG-19120,bhubaneswar,bengaluru,City,5,4,Hotel,Train,Standard,27060,Winter
PKG-19121,bhubaneswar,bengaluru,City,8,6,Hotel,Bus,Luxury,55680,Winter
PKG-19122,bhubaneswar,bengaluru,City,7,2,Hotel,Train,Premium,36036,Winter
PKG-19123,bhubaneswar,bengaluru,City,4,7,Resort,Bus,Premium,42000,Winter
PKG-19124,bhubaneswar,bengaluru,Cultural,6,5,Resort,Flight,Luxury,115200,Winter
PKG-19125,bhubaneswar,bengaluru,Cultural,6,2,Camping,Flight,Luxury,46080,Winter
PKG-19126,bhubaneswar,bengaluru,Cultural,5,3,Hotel,Bus,Premium,24864,Winter
PKG-19127,bhubaneswar,bengaluru,Cultural,2,2,Hotel,Car,Premium,20160,Winter
PKG-19128,bhubaneswar,bengaluru,Cultural,10,5,Hotel,Flight,Premium,80640,Winter
PKG-19129,bhubaneswar,bengaluru,Cultural,2,4,Hotel,Bus,Premium,21504,Winter
PKG-19130,bhubaneswar,bengaluru,Cultural,7,2,Hotel,Bus,Premium,26208,Winter
PKG-19131,bhubaneswar,bengaluru,Cultural,10,8,Hotel,Car,Premium,60479,Winter
PKG-19132,bhubaneswar,bengaluru,Cultural,7,4,Resort,Car,Luxury,70500,Winter
PKG-19133,bhubaneswar,bengaluru,Cultural,8,2,Hotel,Train,Premium,38808,Winter
PKG-19134,bhubaneswar,bengaluru,Historical,6,6,Resort,Flight,Premium,87360,Winter
PKG-19135,bhubaneswar,bengaluru,Historical,2,6,Hotel,Train,Premium,36960,Winter
PKG-19136,bhubaneswar,bengaluru,Historical,8,4,Camping,Flight,Standard,32000,Winter
PKG-19137,bhubaneswar,bengaluru,Historical,5,8,Camping,Flight,Standard,36480,Winter
PKG-19138,bhubaneswar,bengaluru,Historical,4,4,Camping,Bus,Luxury,24320,Winter
PKG-19139,bhubaneswar,bengaluru,Historical,8,5,Resort,Bus,Standard,32400,Winter
PKG-19140,bhubaneswar,bengaluru,Historical,9,2,Resort,Bus,Standard,27000,Winter
PKG-19141,bhubaneswar,bengaluru,Historical,9,3,Hotel,Flight,Premium,65856,Winter
PKG-19142,bhubaneswar,bengaluru,Historical,7,5,Hotel,Flight,Premium,68544,Winter
PKG-19143,bhubaneswar,bengaluru,Historical,5,6,Resort,Car,Premium,51450,Winter
PKG-19144,bhubaneswar,bengaluru,Adventure,2,5,Resort,Bus,Premium,30239,Summer
PKG-19145,bhubaneswar,bengaluru,Adventure,9,8,Camping,Bus,Luxury,44160,Summer
PKG-19146,bhubaneswar,bengaluru,Adventure,5,5,Hotel,Train,Luxury,59400,Summer
PKG-19147,bhubaneswar,bengaluru,Adventure,9,5,Hotel,Car,Premium,47880,Summer
PKG-19148,bhubaneswar,bengaluru,Adventure,9,7,Resort,Flight,Premium,109200,Summer
PKG-19149,bhubaneswar,bengaluru,Adventure,7,7,Camping,Flight,Luxury,75520,Summer
PKG-19150,bhubaneswar,bengaluru,Adventure,3,5,Hotel,Train,Standard,25740,Summer
PKG-19151,bhubaneswar,bengaluru,Adventure,4,3,Hotel,Flight,Standard,32640,Summer
PKG-19152,bhubaneswar,bengaluru,Adventure,4,8,Hotel,Bus,Premium,36288,Summer
PKG-19153,bhubaneswar,bengaluru,Adventure,6,8,Hotel,Train,Luxury,79200,Summer
PKG-19154,bhubaneswar,bengaluru,Hill Station,9,3,Hotel,Train,Luxury,64680,Summer
PKG-19155,bhubaneswar,bengaluru,Hill Station,6,6,Hotel,Car,Premium,43680,Summer
PKG-19156,bhubaneswar,bengaluru,Hill Station,8,4,Resort,Bus,Premium,42000,Summer
PKG-19157,bhubaneswar,bengaluru,Hill Station,3,4,Hotel,Car,Standard,21000,Summer
PKG-19158,bhubaneswar,bengaluru,Hill Station,7,7,Hotel,Flight,Luxury,113280,Summer
PKG-19159,bhubaneswar,bengaluru,Hill Station,3,6,Resort,Bus,Standard,25800,Summer
PKG-19160,bhubaneswar,bengaluru,Hill Station,10,7,Camping,Car,Premium,38080,Summer
PKG-19161,bhubaneswar,bengaluru,Hill Station,2,3,Camping,Bus,Luxury,17920,Summer
PKG-19162,bhubaneswar,bengaluru,Hill Station,3,4,Hotel,Flight,Premium,47040,Summer
PKG-19163,bhubaneswar,bengaluru,Hill Station,9,2,Camping,Train,Standard,19800,Summer
PKG-19164,bhubaneswar,bengaluru,Coastal,5,7,Hotel,Car,Luxury,63600,Monsoon
PKG-19165,bhubaneswar,bengaluru,Coastal,7,2,Resort,Bus,Luxury,46800,Monsoon
PKG-19166,bhubaneswar,bengaluru,Coastal,8,2,Resort,Flight,Luxury,100800,Monsoon
PKG-19167,bhubaneswar,bengaluru,Coastal,8,7,Hotel,Bus,Premium,41664,Monsoon
PKG-19168,bhubaneswar,bengaluru,Coastal,10,6,Hotel,Train,Premium,59135,Monsoon
PKG-19169,bhubaneswar,bengaluru,Coastal,3,2,Hotel,Car,Standard,16200,Monsoon
PKG-19170,bhubaneswar,bengaluru,Coastal,2,6,Resort,Flight,Premium,67200,Monsoon
PKG-19171,bhubaneswar,bengaluru,Coastal,10,5,Hotel,Bus,Luxury,57600,Monsoon
PKG-19172,bhubaneswar,bengaluru,Coastal,2,4,Resort,Car,Premium,33600,Monsoon
PKG-19173,bhubaneswar,bengaluru,Coastal,6,2,Hotel,Flight,Standard,34560,Monsoon
PKG-19174,bhubaneswar,delhi,City,8,5,Hotel,Car,Standard,32400,Winter
PKG-19175,bhubaneswar,delhi,City,2,5,Camping,Bus,Premium,16127,Winter
PKG-19176,bhubaneswar,delhi,City,6,6,Resort,Train,Standard,42900,Winter
PKG-19177,bhubaneswar,delhi,City,8,2,Camping,Car,Premium,23520,Winter
PKG-19178,bhubaneswar,delhi,City,10,8,Hotel,Car,Luxury,86400,Winter
PKG-19179,bhubaneswar,delhi,City,10,2,Hotel,Train,Luxury,63360,Winter
PKG-19180,bhubaneswar,delhi,City,9,4,Hotel,Flight,Premium,71232,Winter
PKG-19181,bhubaneswar,delhi,City,10,7,Hotel,Train,Luxury,89760,Winter
PKG-19182,bhubaneswar,delhi,City,2,3,Hotel,Train,Luxury,36960,Winter
PKG-19183,bhubaneswar,delhi,City,5,6,Resort,Flight,Standard,58800,Winter
PKG-19184,bhubaneswar,delhi,Cultural,5,6,Hotel,Bus,Premium,32928,Winter
PKG-19185,bhubaneswar,delhi,Cultural,5,4,Hotel,Train,Premium,37884,Winter
PKG-19186,bhubaneswar,delhi,Cultural,6,4,Hotel,Car,Premium,36960,Winter
PKG-19187,bhubaneswar,delhi,Cultural,9,8,Hotel,Bus,Luxury,66240,Winter
PKG-19188,bhubaneswar,delhi,Cultural,2,2,Resort,Train,Standard,19800,Winter
PKG-19189,bhubaneswar,delhi,Cultural,8,2,Hotel,Train,Luxury,55440,Winter
PKG-19190,bhubaneswar,delhi,Cultural,7,8,Hotel,Flight,Luxury,120960,Winter
PKG-19191,bhubaneswar,delhi,Cultural,10,3,Hotel,Train,Premium,48048,Winter
PKG-19192,bhubaneswar,delhi,Cultural,8,5,Camping,Bus,Premium,24192,Winter
PKG-19193,bhubaneswar,delhi,Cultural,5,2,Camping,Train,Standard,14520,Winter
PKG-19194,bhubaneswar,delhi,Historical,4,6,Resort,Car,Premium,48300,Winter
PKG-19195,bhubaneswar,delhi,Historical,5,8,Hotel,Flight,Luxury,109440,Winter
PKG-19196,bhubaneswar,delhi,Historical,8,3,Hotel,Car,Premium,38640,Winter
PKG-19197,bhubaneswar,delhi,Historical,5,3,Resort,Bus,Luxury,44400,Winter
PKG-19198,bhubaneswar,delhi,Historical,7,5,Camping,Bus,Premium,22848,Winter
PKG-19199,bhubaneswar,delhi,Historical,7,5,Camping,Car,Luxury,40800,Winter
PKG-19200,bhubaneswar,delhi,Historical,2,8,Resort,Car,Premium,50400,Winter
PKG-19201,bhubaneswar,delhi,Historical,2,8,Hotel,Bus,Premium,32255,Winter
PKG-19202,bhubaneswar,delhi,Historical,5,2,Camping,Flight,Standard,21120,Winter
PKG-19203,bhubaneswar,delhi,Historical,4,3,Resort,Train,Premium,39270,Winter
PKG-19204,bhubaneswar,delhi,Adventure,4,2,Resort,Bus,Premium,25200,Summer
PKG-19205,bhubaneswar,delhi,Adventure,5,3,Hotel,Train,Premium,34188,Summer
PKG-19206,bhubaneswar,delhi,Adventure,3,8,Hotel,Bus,Standard,24480,Summer
PKG-19207,bhubaneswar,delhi,Adventure,7,5,Hotel,Train,Luxury,67320,Summer
PKG-19208,bhubaneswar,delhi,Adventure,4,8,Hotel,Car,Standard,32400,Summer
PKG-19209,bhubaneswar,delhi,Adventure,10,5,Hotel,Car,Premium,50400,Summer
PKG-19210,bhubaneswar,delhi,Adventure,10,3,Resort,Flight,Standard,62400,Summer
PKG-19211,bhubaneswar,delhi,Adventure,10,5,Hotel,Car,Standard,36000,Summer
PKG-19212,bhubaneswar,delhi,Adventure,6,4,Hotel,Flight,Premium,59135,Summer
PKG-19213,bhubaneswar,delhi,Adventure,7,8,Hotel,Bus,Standard,30240,Summer
PKG-19214,bhubaneswar,delhi,Desert,2,5,Hotel,Flight,Luxury,69120,Summer
PKG-19215,bhubaneswar,delhi,Desert,2,5,Camping,Car,Standard,14400,Summer
PKG-19216,bhubaneswar,delhi,Desert,8,2,Hotel,Flight,Premium,56448,Summer
PKG-19217,bhubaneswar,delhi,Desert,6,4,Hotel,Bus,Luxury,42240,Summer
PKG-19218,bhubaneswar,delhi,Desert,7,8,Camping,Bus,Premium,28224,Summer
PKG-19219,bhubaneswar,delhi,Desert,7,7,Resort,Flight,Standard,70800,Summer
PKG-19220,bhubaneswar,delhi,Desert,8,7,Hotel,Car,Premium,52080,Summer
PKG-19221,bhubaneswar,delhi,Desert,8,3,Resort,Bus,Premium,38640,Summer
PKG-19222,bhubaneswar,delhi,Desert,2,5,Resort,Car,Standard,27000,Summer
PKG-19223,bhubaneswar,delhi,Desert,3,8,Resort,Bus,Luxury,61200,Summer
PKG-19224,bhubaneswar,delhi,Mountain,4,3,Hotel,Car,Standard,20400,Summer
PKG-19225,bhubaneswar,delhi,Mountain,5,2,Camping,Bus,Premium,14783,Summer
PKG-19226,bhubaneswar,delhi,Mountain,9,3,Hotel,Flight,Luxury,94080,Summer
PKG-19227,bhubaneswar,delhi,Mountain,6,5,Hotel,Bus,Standard,23040,Summer
PKG-19228,bhubaneswar,delhi,Mountain,10,2,Hotel,Flight,Luxury,92160,Summer
PKG-19229,bhubaneswar,delhi,Mountain,2,3,Hotel,Train,Standard,18480,Summer
PKG-19230,bhubaneswar,delhi,Mountain,5,7,Camping,Train,Standard,23320,Summer
PKG-19231,bhubaneswar,delhi,Mountain,2,5,Hotel,Bus,Luxury,34560,Summer
PKG-19232,bhubaneswar,delhi,Mountain,7,7,Hotel,Car,Premium,49560,Summer
PKG-19233,bhubaneswar,delhi,Mountain,4,4,Hotel,Train,Standard,25080,Summer
PKG-19234,bhubaneswar,chennai,City,3,7,Hotel,Flight,Luxury,90240,Winter
PKG-19235,bhubaneswar,chennai,City,10,7,Camping,Bus,Luxury,43520,Winter
PKG-19236,bhubaneswar,chennai,City,4,2,Hotel,Car,Premium,25200,Winter
PKG-19237,bhubaneswar,chennai,City,5,7,Resort,Flight,Premium,89040,Winter
PKG-19238,bhubaneswar,chennai,City,10,4,Resort,Flight,Standard,67200,Winter
PKG-19239,bhubaneswar,chennai,City,5,8,Resort,Train,Premium,65835,Winter
PKG-19240,bhubaneswar,chennai,City,8,5,Resort,Flight,Luxury,129600,Winter
PKG-19241,bhubaneswar,chennai,City,8,6,Hotel,Bus,Luxury,55680,Winter
PKG-19242,bhubaneswar,chennai,City,5,2,Resort,Car,Luxury,49500,Winter
PKG-19243,bhubaneswar,chennai,City,9,3,Resort,Flight,Standard,58800,Winter
PKG-19244,bhubaneswar,chennai,Coastal,5,6,Resort,Flight,Premium,82320,Monsoon
PKG-19245,bhubaneswar,chennai,Coastal,6,8,Camping,Flight,Premium,53760,Monsoon
PKG-19246,bhubaneswar,chennai,Coastal,5,6,Resort,Train,Standard,40425,Monsoon
PKG-19247,bhubaneswar,chennai,Coastal,10,6,Resort,Bus,Premium,53760,Monsoon
PKG-19248,bhubaneswar,chennai,Coastal,9,2,Camping,Train,Premium,27720,Monsoon
PKG-19249,bhubaneswar,chennai,Coastal,7,8,Hotel,Train,Premium,58211,Monsoon
PKG-19250,bhubaneswar,chennai,Coastal,4,6,Hotel,Bus,Premium,30911,Monsoon
PKG-19251,bhubaneswar,chennai,Coastal,10,6,Hotel,Flight,Luxury,122880,Monsoon
PKG-19252,bhubaneswar,chennai,Coastal,6,3,Hotel,Car,Standard,24000,Monsoon
PKG-19253,bhubaneswar,chennai,Coastal,6,3,Resort,Car,Premium,42000,Monsoon
PKG-19254,bhubaneswar,chennai,Beach,6,7,Resort,Flight,Luxury,134400,Winter
PKG-19255,bhubaneswar,chennai,Beach,6,7,Resort,Bus,Standard,33600,Winter
PKG-19256,bhubaneswar,chennai,Beach,3,6,Camping,Flight,Standard,27520,Winter
PKG-19257,bhubaneswar,chennai,Beach,10,2,Hotel,Flight,Premium,64511,Winter
PKG-19258,bhubaneswar,chennai,Beach,5,6,Resort,Bus,Luxury,58800,Winter
PKG-19259,bhubaneswar,chennai,Beach,10,8,Hotel,Train,Premium,66528,Winter
PKG-19260,bhubaneswar,chennai,Beach,9,8,Hotel,Flight,Standard,66240,Winter
PKG-19261,bhubaneswar,chennai,Beach,2,8,Hotel,Train,Standard,31680,Winter
PKG-19262,bhubaneswar,chennai,Beach,9,2,Resort,Bus,Luxury,54000,Winter
PKG-19263,bhubaneswar,chennai,Beach,8,8,Hotel,Train,Premium,60983,Winter
PKG-19264,bhubaneswar,chennai,Cultural,10,7,Resort,Train,Luxury,112200,Winter
PKG-19265,bhubaneswar,chennai,Cultural,5,7,Hotel,Bus,Luxury,50880,Winter
PKG-19266,bhubaneswar,chennai,Cultural,2,7,Hotel,Train,Standard,29040,Winter
PKG-19267,bhubaneswar,chennai,Cultural,8,3,Hotel,Train,Premium,42504,Winter
PKG-19268,bhubaneswar,chennai,Cultural,3,7,Hotel,Flight,Premium,63167,Winter
PKG-19269,bhubaneswar,chennai,Cultural,10,2,Camping,Train,Premium,29567,Winter
PKG-19270,bhubaneswar,chennai,Cultural,10,2,Hotel,Train,Luxury,63360,Winter
PKG-19271,bhubaneswar,chennai,Cultural,6,4,Camping,Train,Standard,19360,Winter
PKG-19272,bhubaneswar,chennai,Cultural,4,4,Camping,Bus,Premium,17024,Winter
PKG-19273,bhubaneswar,chennai,Cultural,3,4,Camping,Car,Luxury,28000,Winter
PKG-19274,bhubaneswar,chennai,Historical,9,4,Hotel,Train,Luxury,69960,Winter
PKG-19275,bhubaneswar,chennai,Historical,4,2,Camping,Bus,Standard,9600,Winter
PKG-19276,bhubaneswar,chennai,Historical,2,4,Hotel,Flight,Premium,43008,Winter
PKG-19277,bhubaneswar,chennai,Historical,10,5,Hotel,Train,Premium,55440,Winter
PKG-19278,bhubaneswar,chennai,Historical,3,6,Hotel,Train,Standard,28380,Winter
PKG-19279,bhubaneswar,chennai,Historical,8,4,Camping,Flight,Standard,32000,Winter
PKG-19280,bhubaneswar,chennai,Historical,6,2,Hotel,Flight,Luxury,69120,Winter
PKG-19281,bhubaneswar,chennai,Historical,9,8,Hotel,Train,Luxury,91080,Winter
PKG-19282,bhubaneswar,chennai,Historical,3,2,Hotel,Train,Premium,24948,Winter
PKG-19283,bhubaneswar,chennai,Historical,8,3,Hotel,Bus,Premium,30911,Winter
PKG-19284,bhubaneswar,chennai,Backwater,4,8,Hotel,Train,Premium,49896,Monsoon
PKG-19285,bhubaneswar,chennai,Backwater,5,2,Resort,Bus,Premium,27720,Monsoon
PKG-19286,bhubaneswar,chennai,Backwater,9,6,Hotel,Flight,Premium,81984,Monsoon
PKG-19287,bhubaneswar,chennai,Backwater,5,4,Camping,Flight,Luxury,52480,Monsoon
PKG-19288,bhubaneswar,chennai,Backwater,8,5,Resort,Flight,Premium,90720,Monsoon
PKG-19289,bhubaneswar,chennai,Backwater,5,5,Camping,Car,Standard,18000,Monsoon
PKG-19290,bhubaneswar,chennai,Backwater,4,8,Hotel,Car,Standard,32400,Monsoon
PKG-19291,bhubaneswar,chennai,Backwater,4,4,Resort,Train,Luxury,62700,Monsoon
PKG-19292,bhubaneswar,chennai,Backwater,8,2,Hotel,Train,Premium,38808,Monsoon
PKG-19293,bhubaneswar,chennai,Backwater,9,6,Hotel,Train,Premium,56364,Monsoon
PKG-19294,bhubaneswar,kochi,Coastal,3,6,Resort,Train,Standard,35475,Monsoon
PKG-19295,bhubaneswar,kochi,Coastal,8,6,Resort,Bus,Luxury,69600,Monsoon
PKG-19296,bhubaneswar,kochi,Coastal,4,5,Resort,Flight,Standard,50400,Monsoon
PKG-19297,bhubaneswar,kochi,Coastal,10,6,Resort,Car,Luxury,96000,Monsoon
PKG-19298,bhubaneswar,kochi,Coastal,4,3,Hotel,Flight,Standard,32640,Monsoon
PKG-19299,bhubaneswar,kochi,Coastal,2,4,Resort,Flight,Standard,38400,Monsoon
PKG-19300,bhubaneswar,kochi,Coastal,4,3,Hotel,Bus,Luxury,32640,Monsoon
PKG-19301,bhubaneswar,kochi,Coastal,10,2,Hotel,Train,Premium,44352,Monsoon
PKG-19302,bhubaneswar,kochi,Coastal,5,3,Resort,Flight,Standard,44400,Monsoon
PKG-19303,bhubaneswar,kochi,Coastal,4,4,Camping,Bus,Luxury,24320,Monsoon
PKG-19304,bhubaneswar,kochi,Cultural,9,4,Hotel,Car,Standard,31800,Winter
PKG-19305,bhubaneswar,kochi,Cultural,8,3,Hotel,Train,Luxury,60720,Winter
PKG-19306,bhubaneswar,kochi,Cultural,8,7,Hotel,Flight,Standard,59520,Winter
PKG-19307,bhubaneswar,kochi,Cultural,10,4,Hotel,Car,Standard,33600,Winter
PKG-19308,bhubaneswar,kochi,Cultural,6,7,Resort,Flight,Premium,94080,Winter
PKG-19309,bhubaneswar,kochi,Cultural,9,8,Resort,Car,Premium,72450,Winter
PKG-19310,bhubaneswar,kochi,Cultural,5,2,Resort,Train,Luxury,54450,Winter
PKG-19311,bhubaneswar,kochi,Cultural,5,6,Resort,Car,Luxury,73500,Winter
PKG-19312,bhubaneswar,kochi,Cultural,8,3,Hotel,Flight,Luxury,88320,Winter
PKG-19313,bhubaneswar,kochi,Cultural,8,8,Hotel,Car,Standard,39600,Winter
PKG-19314,bhubaneswar,kochi,Historical,10,7,Hotel,Car,Luxury,81600,Winter
PKG-19315,bhubaneswar,kochi,Historical,4,6,Resort,Bus,Luxury,55200,Winter
PKG-19316,bhubaneswar,kochi,Historical,6,8,Resort,Train,Standard,49500,Winter
PKG-19317,bhubaneswar,kochi,Historical,4,5,Resort,Car,Luxury,63000,Winter
PKG-19318,bhubaneswar,kochi,Historical,10,3,Hotel,Train,Luxury,68640,Winter
PKG-19319,bhubaneswar,kochi,Historical,10,7,Hotel,Flight,Premium,91392,Winter
PKG-19320,bhubaneswar,kochi,Historical,5,4,Camping,Train,Standard,18040,Winter
PKG-19321,bhubaneswar,kochi,Historical,10,8,Hotel,Train,Luxury,95040,Winter
PKG-19322,bhubaneswar,kochi,Historical,6,3,Resort,Car,Premium,42000,Winter
PKG-19323,bhubaneswar,kochi,Historical,7,7,Hotel,Train,Luxury,77880,Winter
PKG-19324,bhubaneswar,kochi,Backwater,4,6,Hotel,Flight,Premium,61823,Monsoon
PKG-19325,bhubaneswar,kochi,Backwater,9,7,Resort,Train,Premium,75075,Monsoon
PKG-19326,bhubaneswar,kochi,Backwater,9,4,Hotel,Bus,Luxury,50880,Monsoon
PKG-19327,bhubaneswar,kochi,Backwater,8,5,Resort,Car,Premium,56700,Monsoon
PKG-19328,bhubaneswar,kochi,Backwater,7,7,Resort,Bus,Luxury,70800,Monsoon
PKG-19329,bhubaneswar,kochi,Backwater,4,7,Hotel,Train,Standard,33000,Monsoon
PKG-19330,bhubaneswar,kochi,Backwater,5,7,Resort,Bus,Premium,44520,Monsoon
PKG-19331,bhubaneswar,kochi,Backwater,5,3,Hotel,Bus,Premium,24864,Monsoon
PKG-19332,bhubaneswar,kochi,Backwater,6,8,Hotel,Car,Luxury,72000,Monsoon
PKG-19333,bhubaneswar,kochi,Backwater,3,6,Resort,Train,Premium,49665,Monsoon
PKG-19334,bhubaneswar,kochi,Island,6,6,Hotel,Car,Standard,31200,Winter
PKG-19335,bhubaneswar,kochi,Island,2,6,Hotel,Train,Standard,26400,Winter
PKG-19336,bhubaneswar,kochi,Island,9,3,Camping,Train,Luxury,43120,Winter
PKG-19337,bhubaneswar,kochi,Island,3,6,Hotel,Bus,Standard,20640,Winter
PKG-19338,bhubaneswar,kochi,Island,7,5,Resort,Flight,Premium,85680,Winter
PKG-19339,bhubaneswar,kochi,Island,6,7,Resort,Bus,Luxury,67200,Winter
PKG-19340,bhubaneswar,kochi,Island,8,2,Hotel,Bus,Standard,20160,Winter
PKG-19341,bhubaneswar,kochi,Island,7,3,Hotel,Flight,Standard,41280,Winter
PKG-19342,bhubaneswar,kochi,Island,2,2,Hotel,Car,Premium,20160,Winter
PKG-19343,bhubaneswar,kochi,Island,4,4,Hotel,Flight,Premium,51072,Winter
PKG-19344,bhubaneswar,kochi,City,4,2,Resort,Bus,Standard,18000,Winter
PKG-19345,bhubaneswar,kochi,City,7,5,Resort,Bus,Premium,42840,Winter
PKG-19346,bhubaneswar,kochi,City,6,3,Hotel,Flight,Premium,53760,Winter
PKG-19347,bhubaneswar,kochi,City,4,8,Resort,Bus,Luxury,64800,Winter
PKG-19348,bhubaneswar,kochi,City,2,5,Camping,Flight,Premium,32255,Winter
PKG-19349,bhubaneswar,kochi,City,6,4,Hotel,Flight,Luxury,84480,Winter
PKG-19350,bhubaneswar,kochi,City,8,8,Resort,Flight,Standard,79200,Winter
PKG-19351,bhubaneswar,kochi,City,5,5,Resort,Car,Premium,47250,Winter
PKG-19352,bhubaneswar,kochi,City,2,2,Hotel,Car,Luxury,28800,Winter
PKG-19353,bhubaneswar,kochi,City,7,7,Hotel,Train,Premium,54516,Winter
PKG-19354,bhubaneswar,jaipur,Cultural,7,3,Resort,Bus,Premium,36120,Winter
PKG-19355,bhubaneswar,jaipur,Cultural,9,6,Hotel,Train,Luxury,80520,Winter
PKG-19356,bhubaneswar,jaipur,Cultural,5,5,Hotel,Car,Standard,27000,Winter
PKG-19357,bhubaneswar,jaipur,Cultural,9,7,Resort,Car,Luxury,97500,Winter
PKG-19358,bhubaneswar,jaipur,Cultural,10,4,Resort,Flight,Luxury,134400,Winter
PKG-19359,bhubaneswar,jaipur,Cultural,3,7,Hotel,Car,Luxury,56400,Winter
PKG-19360,bhubaneswar,jaipur,Cultural,9,8,Hotel,Car,Luxury,82800,Winter
PKG-19361,bhubaneswar,jaipur,Cultural,10,5,Hotel,Train,Luxury,79200,Winter
PKG-19362,bhubaneswar,jaipur,Cultural,3,4,Hotel,Car,Luxury,42000,Winter
PKG-19363,bhubaneswar,jaipur,Cultural,8,3,Hotel,Bus,Luxury,44160,Winter
PKG-19364,bhubaneswar,jaipur,Historical,5,5,Hotel,Train,Standard,29700,Winter
PKG-19365,bhubaneswar,jaipur,Historical,10,7,Hotel,Flight,Standard,65280,Winter
PKG-19366,bhubaneswar,jaipur,Historical,7,5,Hotel,Car,Premium,42840,Winter
PKG-19367,bhubaneswar,jaipur,Historical,8,8,Hotel,Bus,Standard,31680,Winter
PKG-19368,bhubaneswar,jaipur,Historical,2,2,Hotel,Car,Premium,20160,Winter
PKG-19369,bhubaneswar,jaipur,Historical,9,7,Hotel,Car,Luxury,78000,Winter
PKG-19370,bhubaneswar,jaipur,Historical,6,2,Hotel,Flight,Luxury,69120,Winter
PKG-19371,bhubaneswar,jaipur,Historical,7,5,Camping,Train,Luxury,44880,Winter
PKG-19372,bhubaneswar,jaipur,Historical,2,8,Hotel,Car,Standard,28800,Winter
PKG-19373,bhubaneswar,jaipur,Historical,9,2,Resort,Flight,Standard,54000,Winter
PKG-19374,bhubaneswar,jaipur,Desert,6,5,Camping,Bus,Luxury,30720,Summer
PKG-19375,bhubaneswar,jaipur,Desert,3,2,Hotel,Bus,Premium,18144,Summer
PKG-19376,bhubaneswar,jaipur,Desert,6,3,Resort,Bus,Premium,33600,Summer
PKG-19377,bhubaneswar,jaipur,Desert,10,3,Hotel,Flight,Luxury,99840,Summer
PKG-19378,bhubaneswar,jaipur,Desert,8,3,Hotel,Bus,Standard,22080,Summer
PKG-19379,bhubaneswar,jaipur,Desert,6,5,Hotel,Car,Standard,28800,Summer
PKG-19380,bhubaneswar,jaipur,Desert,4,5,Hotel,Car,Luxury,50400,Summer
PKG-19381,bhubaneswar,jaipur,Desert,7,5,Hotel,Bus,Luxury,48960,Summer
PKG-19382,bhubaneswar,jaipur,Desert,4,5,Hotel,Flight,Luxury,80640,Summer
PKG-19383,bhubaneswar,jaipur,Desert,4,3,Resort,Flight,Standard,40800,Summer
PKG-19384,bhubaneswar,jaipur,City,2,2,Camping,Bus,Premium,10752,Winter
PKG-19385,bhubaneswar,jaipur,City,4,8,Hotel,Car,Premium,45360,Winter
PKG-19386,bhubaneswar,jaipur,City,10,8,Hotel,Flight,Premium,96768,Winter
PKG-19387,bhubaneswar,jaipur,City,5,2,Hotel,Bus,Luxury,31680,Winter
PKG-19388,bhubaneswar,jaipur,City,10,5,Hotel,Bus,Luxury,57600,Winter
PKG-19389,bhubaneswar,jaipur,City,3,2,Resort,Car,Standard,20250,Winter
PKG-19390,bhubaneswar,jaipur,City,3,6,Hotel,Flight,Luxury,82560,Winter
PKG-19391,bhubaneswar,jaipur,City,10,6,Hotel,Train,Standard,42240,Winter
PKG-19392,bhubaneswar,jaipur,City,7,6,Resort,Car,Standard,41250,Winter
PKG-19393,bhubaneswar,jaipur,City,7,6,Resort,Bus,Luxury,66000,Winter
PKG-19394,bhubaneswar,jaipur,Adventure,8,3,Hotel,Flight,Luxury,88320,Summer
PKG-19395,bhubaneswar,jaipur,Adventure,6,5,Hotel,Bus,Premium,32255,Summer
PKG-19396,bhubaneswar,jaipur,Adventure,7,7,Hotel,Car,Luxury,70800,Summer
PKG-19397,bhubaneswar,jaipur,Adventure,10,5,Hotel,Car,Luxury,72000,Summer
PKG-19398,bhubaneswar,jaipur,Adventure,5,3,Hotel,Car,Premium,31079,Summer
PKG-19399,bhubaneswar,jaipur,Adventure,4,3,Hotel,Bus,Luxury,32640,Summer
PKG-19400,bhubaneswar,jaipur,Adventure,10,3,Camping,Bus,Luxury,33280,Summer
PKG-19401,bhubaneswar,jaipur,Adventure,4,7,Hotel,Flight,Premium,67200,Summer
PKG-19402,bhubaneswar,jaipur,Adventure,6,2,Hotel,Bus,Luxury,34560,Summer
PKG-19403,bhubaneswar,jaipur,Adventure,9,2,Hotel,Train,Premium,41580,Summer
PKG-19404,bhubaneswar,jaipur,Mountain,6,8,Hotel,Train,Standard,39600,Summer
PKG-19405,bhubaneswar,jaipur,Mountain,7,7,Resort,Train,Premium,68145,Summer
